name,affinity
antivir2107,-5.4
antivir1166,-6.2
antivir2534,-6.3
antivir3044,-6.1
antivir1052,-6.9
antivir1952,-6.1
antivir2096,-5.6
antivir1981,-6.7
antivir1990,-6.3
antivir2064,-6.7
antivir1735,-5.7
antivir1258,-5.3
antivir1781,-5.5
antivir1016,-6.2
antivir179,-6.9
antivir3336,-5.5
antivir1088,-5.9
antivir2544,-5.7
antivir1816,-5.7
antivir3304,-5.7
antivir1068,-7.2
antivir1149,-6.2
antivir2862,-6.2
antivir1097,-5.7
antivir2506,-6.5
antivir2718,-6.9
antivir1602,-5.3
antivir2056,-5.8
antivir1179,-6.3
antivir231,-6.7
antivir2174,-6.3
antivir3203,-5.8
antivir1442,-6.5
antivir1418,-6.4
antivir2242,-6.4
antivir2338,-6.1
antivir2781,-6.8
antivir1018,-6.6
antivir3135,-5.5
antivir2451,-5.8
antivir3101,-5.8
antivir2634,-5.4
antivir2620,-6.4
antivir1112,-7.2
antivir3315,-6.2
antivir3165,-5.4
antivir1461,-6.2
antivir1400,-5.7
antivir3342,-6.0
antivir2553,-6.0
antivir1183,-5.9
antivir2645,-6.8
antivir2183,-5.9
antivir1034,-5.9
antivir1763,-6.5
antivir1214,-6.2
antivir3291,-5.1
antivir1580,-6.6
antivir2972,-5.8
antivir3054,-6.2
antivir2659,-6.5
antivir3278,-5.7
antivir2449,-5.6
antivir1045,-5.5
antivir1846,-5.6
antivir126,-6.6
antivir1544,-6.2
antivir2361,-5.3
antivir1279,-6.4
antivir17,-6.1
antivir1707,-7.2
antivir1524,-7.3
antivir1487,-6.6
antivir3016,-5.4
antivir1350,-6.6
